Timestamp,Action,TableName,RecordID,SqlQuery,UserID,ServerIP,RequestUrl,RequestData,RequestCompleted,RequestMsg
"2021-08-18 21:16:43",view,contatos,3,"SELECT   id, nome, partido, cargo, pasta, telefone, email, observacoes, adicionado_por, adicionado_em, atualizado_em FROM contatos WHERE  contatos.id = ?  LIMIT 1",1,::1,contatos/view/3,[],true,
"2021-08-18 21:37:51",add,contatos,5,"INSERT INTO contatos (`nome`, `partido`, `cargo`, `pasta`, `adicionado_por`, `adicionado_em`)  VALUES (?, ?, ?, ?, ?, ?)",1,::1,contatos/add,"{""nome"":""Paulo C\u00e9sar Tagliavini"",""partido"":""Sem partido"",""cargo"":""Superintendente do DER"",""pasta"":""DER"",""adicionado_por"":""steffan""}",true,
"2021-08-18 21:38:10",add,contatos,6,"INSERT INTO contatos (`nome`, `partido`, `cargo`, `pasta`, `adicionado_por`, `adicionado_em`)  VALUES (?, ?, ?, ?, ?, ?)",1,::1,contatos/add,"{""nome"":""Itamar Borges"",""partido"":""MDB"",""cargo"":""Deputado"",""pasta"":""DER"",""adicionado_por"":""steffan""}",true,
"2021-08-18 21:38:42",add,contatos,7,"INSERT INTO contatos (`nome`, `partido`, `cargo`, `pasta`, `adicionado_por`, `adicionado_em`)  VALUES (?, ?, ?, ?, ?, ?)",1,::1,contatos/add,"{""nome"":""Marcio da Farmacia"",""partido"":""Podemos"",""cargo"":""Deputado(a)"",""pasta"":""ALESP"",""adicionado_por"":""steffan""}",true,
"2021-08-18 21:39:22",add,contatos,8,"INSERT INTO contatos (`nome`, `partido`, `cargo`, `pasta`, `adicionado_por`, `adicionado_em`)  VALUES (?, ?, ?, ?, ?, ?)",1,::1,contatos/add,"{""nome"":""XYZ"",""partido"":""Sem Partido"",""cargo"":""Assessor do Secret\u00e1rio"",""pasta"":""Secretaria da Educa\u00e7\u00e3o"",""adicionado_por"":""steffan""}",true,
"2021-08-18 21:39:45",add,contatos,9,"INSERT INTO contatos (`nome`, `partido`, `pasta`, `adicionado_por`, `adicionado_em`)  VALUES (?, ?, ?, ?, ?)",1,::1,contatos/add,"{""nome"":""Jean Carlo Gorinchteyn"",""partido"":""Sem partido"",""pasta"":""Secretaria da Sa\u00fade"",""adicionado_por"":""steffan""}",true,
"2021-08-18 21:40:08",add,contatos,10,"INSERT INTO contatos (`nome`, `partido`, `pasta`, `adicionado_por`, `adicionado_em`)  VALUES (?, ?, ?, ?, ?)",1,::1,contatos/add,"{""nome"":""Rossieli Soares da Silva"",""partido"":""Sem partido"",""pasta"":""Secretaria da Educa\u00e7\u00e3o"",""adicionado_por"":""steffan""}",true,
"2021-08-18 21:40:29",add,contatos,11,"INSERT INTO contatos (`nome`, `partido`, `cargo`, `pasta`, `adicionado_por`, `adicionado_em`)  VALUES (?, ?, ?, ?, ?, ?)",1,::1,contatos/add,"{""nome"":""Ricardo Luis Mell\u00e3o"",""partido"":""Novo"",""cargo"":""Deputado(a)"",""pasta"":""ALESP"",""adicionado_por"":""steffan""}",true,
"2021-08-18 21:40:35",edit,contatos,6,"UPDATE contatos SET `nome` = ?, `partido` = ?, `cargo` = ?, `pasta` = ?, `telefone` = ?, `email` = ?, `observacoes` = ?, `adicionado_por` = ?, `atualizado_em` = ? WHERE  contatos.id = ? ",1,::1,contatos/edit/6/,"{""nome"":""Itamar Borges"",""partido"":""MDB"",""cargo"":""Deputado(a)"",""pasta"":""DER"",""telefone"":"""",""email"":"""",""observacoes"":"""",""adicionado_por"":""steffan""}",true,
"2021-08-18 21:41:16",add,contatos,12,"INSERT INTO contatos (`nome`, `partido`, `pasta`, `adicionado_por`, `adicionado_em`)  VALUES (?, ?, ?, ?, ?)",1,::1,contatos/add,"{""nome"":""C\u00e9lia Parnes"",""partido"":""Sem partido"",""pasta"":""Secretaria de Desenvolvimento Social"",""adicionado_por"":""steffan""}",true,
